-3.358418941497802734e-01,2.074974775314331055e-02,-3.427388668060302734e-01
-9.649848937988281250e-01,-6.266504526138305664e-02,-9.067270755767822266e-01
2.392485141754150391e-01,-4.557321071624755859e-01,3.047119379043579102e-01
1.018453717231750488e+00,8.740389943122863770e-01,7.105093002319335938e-01
8.007012605667114258e-01,-3.475332260131835938e-01,7.999631166458129883e-01
-8.120539188385009766e-01,-1.143113732337951660e+00,-5.069298744201660156e-01
1.619537591934204102e+00,-9.965370297431945801e-01,1.714805126190185547e+00
-5.469024181365966797e-01,1.409234046936035156e+00,-8.700022697448730469e-01
-9.344196319580078125e-01,-6.556887626647949219e-01,-7.368264198303222656e-01
-1.234392404556274414e+00,-8.830026388168334961e-01,-9.609742164611816406e-01
6.222105026245117188e-01,-7.484701871871948242e-01,7.299984693527221680e-01
6.175732612609863281e-01,-6.414668560028076172e-01,7.001566886901855469e-01
-1.941972494125366211e+00,7.089275121688842773e-02,-1.845327615737915039e+00
-8.234114646911621094e-01,-7.591792345046997070e-01,-6.091024875640869141e-01
-1.758559942245483398e+00,-1.221293807029724121e-01,-1.629038333892822266e+00
6.280183792114257812e-02,-6.637462973594665527e-01,1.906003952026367188e-01
3.581339120864868164e-01,-5.319179892539978027e-01,4.332301616668701172e-01
1.060143470764160156e+00,-7.702957391738891602e-01,1.141645431518554688e+00
4.558805227279663086e-01,-1.182943701744079590e+00,6.793237924575805664e-01
-5.883965492248535156e-01,9.924787282943725586e-02,-5.958650112152099609e-01
2.864106893539428711e-01,9.774203896522521973e-01,6.439447402954101562e-03
-1.704453229904174805e+00,9.807905554771423340e-01,-1.842050790786743164e+00
1.144892930984497070e+00,-8.260029554367065430e-01,1.233595252037048340e+00
-5.813961029052734375e-01,1.074751019477844238e-01,-5.913314819335937500e-01
-1.801715373992919922e+00,2.813002467155456543e-01,-1.765374183654785156e+00
-3.625805377960205078e-01,1.135394573211669922e+00,-6.335804462432861328e-01
-7.857942581176757812e-02,-1.507063627243041992e+00,2.606570720672607422e-01
-5.921027660369873047e-01,1.168178915977478027e-01,-6.034982204437255859e-01
8.687973022460937500e-03,-4.115532040596008301e-01,8.018851280212402344e-02
-5.054318904876708984e-01,-7.074083089828491211e-01,-3.263468742370605469e-01
2.896913290023803711e-01,1.458292961120605469e+00,-1.052827835083007812e-01
-8.235795497894287109e-01,3.886277079582214355e-01,-8.831992149353027344e-01
1.023213982582092285e+00,8.819884657859802246e-01,7.130300998687744141e-01
