-2.543310448527336121e-02,-5.092433467507362366e-02,-3.853443264961242676e-02
-3.516586124897003174e-02,-2.910275012254714966e-02,-3.131240233778953552e-02
1.600056886672973633e-02,-5.048037320375442505e-02,5.550860660150647163e-04
1.776052871719002724e-03,2.483434416353702545e-02,-1.277051586657762527e-02
-3.957699239253997803e-02,3.420183435082435608e-02,-3.452348988503217697e-03
4.326431080698966980e-02,1.436357572674751282e-02,4.044120013713836670e-02
-3.641053661704063416e-02,-1.824019663035869598e-02,-2.503105625510215759e-02
-4.068846628069877625e-02,2.237221971154212952e-02,4.634483158588409424e-02
7.532016374170780182e-03,-4.706593696027994156e-03,4.332404956221580505e-02
2.844644244760274887e-03,-3.222236409783363342e-02,3.037455957382917404e-03
-1.398317608982324600e-02,3.488165885210037231e-02,1.052066404372453690e-02
3.603770583868026733e-02,-4.102555289864540100e-02,4.136812686920166016e-02
-4.277895763516426086e-02,-4.367422778159379959e-03,-1.579471491277217865e-02
4.788352549076080322e-02,-2.204826101660728455e-02,-3.054275736212730408e-02
1.013931445777416229e-02,-7.696991087868809700e-04,-1.450491603463888168e-03
3.689034655690193176e-02,-5.572720989584922791e-02,4.174080491065979004e-02
-1.889987615868449211e-03,-2.246641181409358978e-02,-1.976522244513034821e-02
-2.825247682631015778e-02,-2.104246802628040314e-02,1.805325783789157867e-02
-1.473330706357955933e-02,2.968983724713325500e-02,-3.883048892021179199e-02
1.588290371000766754e-02,1.917638699524104595e-03,-1.009011361747980118e-02
-2.978756651282310486e-02,-1.421798393130302429e-02,3.367372602224349976e-02
-2.631840854883193970e-02,1.350733730942010880e-02,3.237773105502128601e-02
-5.278033390641212463e-02,-4.941531457006931305e-03,-4.015003144741058350e-02
-3.950782120227813721e-02,4.894954618066549301e-03,-3.412934020161628723e-02
3.600832074880599976e-02,2.774364873766899109e-02,-3.072405979037284851e-02
-1.707429182715713978e-03,2.497684210538864136e-03,-2.076320163905620575e-02
-4.693470895290374756e-02,-3.856470435857772827e-02,-2.053202874958515167e-02
8.301741443574428558e-03,-6.943902466446161270e-03,-3.249715780839323997e-03
2.385170944035053253e-02,-6.439011078327894211e-03,-1.554232835769653320e-02
-3.221653401851654053e-02,1.456058956682682037e-02,3.294117376208305359e-02
1.885553356260061264e-04,4.226621985435485840e-02,-1.670121029019355774e-02
1.064891554415225983e-02,4.467947408556938171e-02,-2.070520631968975067e-02
-6.244855932891368866e-03,-7.831450784578919411e-04,-3.440774604678153992e-02
-3.449007496237754822e-02,-4.045495018362998962e-02,-2.436393685638904572e-02
3.732678666710853577e-02,3.937848284840583801e-02,4.697889462113380432e-02
-2.772229351103305817e-02,-4.352728649973869324e-02,-2.651725895702838898e-02
-2.506708726286888123e-03,-1.348489336669445038e-02,4.364031180739402771e-02
-3.484395146369934082e-02,-3.265770152211189270e-02,6.259397137910127640e-03
2.391620725393295288e-02,1.935119740664958954e-02,3.957260400056838989e-02
-5.448413640260696411e-02,-1.454348675906658173e-02,-1.670626574195921421e-03
-1.517659518867731094e-02,-2.688488923013210297e-02,1.182160899043083191e-02
4.787933826446533203e-02,-2.057815529406070709e-02,1.745854318141937256e-02
1.092981081455945969e-02,2.683376148343086243e-02,2.872618380934000015e-03
-1.015764847397804260e-02,-4.091201117262244225e-04,-5.014223861508071423e-04
5.617846921086311340e-02,-3.632583096623420715e-02,-4.201428592205047607e-02
1.722238585352897644e-02,-2.847007289528846741e-02,5.816050246357917786e-02
-1.455312315374612808e-02,2.390114590525627136e-02,3.957994282245635986e-03
-1.621539145708084106e-02,-4.670490510761737823e-03,3.800194710493087769e-02
4.078020900487899780e-02,4.399868845939636230e-02,4.602841287851333618e-02
4.081348329782485962e-02,4.724077135324478149e-02,-4.571207240223884583e-02
-3.754590079188346863e-02,1.199140865355730057e-02,3.181583061814308167e-02
2.755353599786758423e-02,5.190826579928398132e-02,-3.391916863620281219e-03
-1.975236274302005768e-02,-1.170540973544120789e-02,2.144864387810230255e-02
4.884334653615951538e-02,6.829898804426193237e-03,8.208909071981906891e-03
-3.879970684647560120e-02,-2.236456423997879028e-02,-2.461502887308597565e-02
-5.046276003122329712e-02,-2.344613894820213318e-02,9.073162451386451721e-03
-2.974357688799500465e-03,3.317410126328468323e-02,3.723154589533805847e-02
-1.035492122173309326e-02,-1.761060208082199097e-02,4.069203138351440430e-02
3.888427838683128357e-02,2.915949560701847076e-02,4.115069285035133362e-02
1.952153816819190979e-02,-5.094947293400764465e-02,-3.564649075269699097e-02
4.017176851630210876e-02,7.153357728384435177e-05,-1.303875632584095001e-02
3.028593957424163818e-02,-1.780864037573337555e-02,2.279906347393989563e-02
