6.200405523675218689e-01,7.578140368057376675e-01,6.599741224640154336e-01,5.522603733901623180e-01,7.482398940569354728e-01,9.711868485621343305e-01,8.910238705659354608e-01,6.611146018072892039e-01,9.459155838624814239e-01,9.877998453396988898e-01,8.372121687825014869e-01,9.541586872448624135e-01,4.897342533770576711e-01,7.397105088216348046e-01,7.523820272519431418e-01,7.865714027741214087e-01,9.809347758897619673e-01,9.331190824772668257e-01,6.447373654031532952e-01,7.389925603840492574e-01,5.622348302240744999e-01,9.442575995649914455e-01,9.665385595145511433e-01,9.082218429691431005e-01,7.379101684975299946e-01,9.420696875351762811e-01,6.161346805571278340e-01,5.727188983757562912e-01,9.882395198301111572e-01,5.816181209641753114e-01
5.493679405349567446e-01,5.272144619816123701e-01,5.078427749358798149e-01,4.022489023700493438e-01,6.112463722317444947e-01,8.837245773988644526e-01,5.851794452070122610e-01,5.184417089658163169e-01,7.460132250479923899e-01,9.176010104712424287e-01,6.295055074513696836e-01,8.221176259610640802e-01,2.769766990092548675e-01,3.237417912378030005e-01,5.756404816618970743e-01,5.853213720901867534e-01,8.717020161825245195e-01,7.337685895442696005e-01,3.895490330307357363e-01,6.219528463638449578e-01,3.033028051596182162e-01,6.613854205396342278e-01,8.568580524846609592e-01,6.199148458087924141e-01,5.531876469771663807e-01,8.211812712897686994e-01,5.211221844370907963e-01,2.549402154773525719e-01,8.966886019759505722e-01,5.251968036017550245e-01
3.899531578278000454e-01,1.019790327028392285e-01,2.030272766199162915e-01,1.496147093928831551e-01,2.774550824793893256e-01,2.193148390535933079e-01,2.802033310715504322e-02,2.240220199829482395e-01,5.351754492779842859e-02,1.210895295257650162e-01,1.276332844167209768e-01,1.417124890438278828e-01,4.774372715324837202e-02,9.193037200668377137e-03,1.853313917861769688e-01,1.442750050461694966e-01,7.133402751278596077e-02,7.063910831136707702e-02,5.933828531908297982e-02,3.308921251162044164e-01,3.816543453224871540e-02,1.609059278894658593e-02,1.550862023240203169e-01,2.923833245501682165e-02,1.672199788506109341e-01,2.183627342992582876e-01,3.151996498586533413e-01,1.637506228985016396e-02,5.388878248953816313e-02,4.000772156078912789e-01
5.337473138575469234e-01,4.716130049586432227e-01,4.737845703729631208e-01,3.712524423119190620e-01,5.781462214389578858e-01,8.464177883673713598e-01,4.912280109106587633e-01,4.863848701198388857e-01,6.665175180141379441e-01,8.789063199795258408e-01,5.722681369588189515e-01,7.695967365531453108e-01,2.390872908330284596e-01,2.458341860128920309e-01,5.326745102376109209e-01,5.343375935285450407e-01,8.144566818080927195e-01,6.601305096494852753e-01,3.374359880279446111e-01,5.940417208360518897e-01,2.563430311887436308e-01,5.506623898404440220e-01,8.099706269214651533e-01,5.250163659412164785e-01,5.090684850259399319e-01,7.775634107555414731e-01,5.001697516435271718e-01,2.030951970195740419e-01,8.417211536917386105e-01,5.128862890559309218e-01
3.534380280651950867e-01,6.128408621545415602e-02,1.536236754313377584e-01,1.127742529824073692e-01,2.143803868344080210e-01,1.121648585512110274e-01,1.110528813266888071e-02,1.734567619095925273e-01,2.124877424067100895e-02,4.536753430744172588e-02,7.472570861011319787e-02,6.859060495460120310e-02,2.972040855732650810e-02,3.555595523057537757e-03,1.286086157026366528e-01,9.152611697289057824e-02,2.526877894332012903e-02,3.085720992170851509e-02,3.475362701417582245e-02,2.698413253048735361e-01,2.172445196777195511e-02,5.105657891818306260e-03,7.312267507230738040e-02,1.131873764003541415e-02,1.144314543179947574e-01,1.241560282225569328e-01,2.720131501412964004e-01,7.938606147144401659e-03,1.656983637802251705e-02,3.710385483548554464e-01
6.549771218931632610e-01,8.423690233809267847e-01,7.292712021471217110e-01,6.281116802316270009e-01,8.052649646070348943e-01,9.864852583367165195e-01,9.531479285517480138e-01,7.264418262114982205e-01,9.778416584112914478e-01,9.956061690040646228e-01,9.013364839244758508e-01,9.784649492945950433e-01,6.071557179098528989e-01,8.774399326364659135e-01,8.219632687042643937e-01,8.584211879363876641e-01,9.932462120222892432e-01,9.700240078241487707e-01,7.573454168579408785e-01,7.895749460566205968e-01,6.924184701565717637e-01,9.811137461657175596e-01,9.849288118038522777e-01,9.618518693644224626e-01,8.117356694034983944e-01,9.690751268036109645e-01,6.625722627592178782e-01,7.313040001412985935e-01,9.963481305654265929e-01,6.101584332744842687e-01
4.240816388087562672e-01,1.577757067593913987e-01,2.571252228280311303e-01,1.909772632232945855e-01,3.433877032802897245e-01,3.665510335529145736e-01,6.333272544840110041e-02,2.780852464158182213e-01,1.184514375509846257e-01,2.650846811009119897e-01,2.002493733665728914e-01,2.552024354745808243e-01,7.260053064208128737e-02,2.154167853155307746e-02,2.517331544604272109e-01,2.117140205849936396e-01,1.702042289703886435e-01,1.430589174644369410e-01,9.481082103672414108e-02,3.915570584352068839e-01,6.285206659903810889e-02,4.456145549638041575e-02,2.825817829355570243e-01,6.736283093632117192e-02,2.302540168318351343e-01,3.403385563879572917e-01,3.572367619099234837e-01,3.127757879999189250e-02,1.462829680587839909e-01,4.269599208468418672e-01
5.985699149108787420e-01,6.945641179065333848e-01,6.148447972731120315e-01,5.055905045890772831e-01,7.093603751895392051e-01,9.550792248584488719e-01,8.260150091407924000e-01,6.187772300490442801e-01,9.096742024473885024e-01,9.776933160447364157e-01,7.849927818756964326e-01,9.289118541255302341e-01,4.194096401393881957e-01,6.209223785485307179e-01,7.030516308843599571e-01,7.325268397738200488e-01,9.649170007667626781e-01,8.941548144447410973e-01,5.677419582971139356e-01,7.053257535004060497e-01,4.789009655820147815e-01,8.967276965524401122e-01,9.466688059347454498e-01,8.499692988914696601e-01,6.858895168247931551e-01,9.166488929785792106e-01,5.873317159257394060e-01,4.676841303626796398e-01,9.765433420091110817e-01,5.643206759528165417e-01
4.729692484702939237e-01,2.738920992920081399e-01,3.469724549494905830e-01,2.625711049585791601e-01,4.461279767617031267e-01,6.138145821576219685e-01,1.821370925780678718e-01,3.656975847444260963e-01,3.106919043889607712e-01,5.807979356121903969e-01,3.467328218977651089e-01,4.874513439115160662e-01,1.273738042889054067e-01,6.864008290809553436e-02,3.676469680341520330e-01,3.399341308203936984e-01,4.474914420813729254e-01,3.340426633753252883e-01,1.754846262594326745e-01,4.818840643413027647e-01,1.225854615474707560e-01,1.679924475199627842e-01,5.339406811328573088e-01,1.970409947607800749e-01,3.430899732464449126e-01,5.488378030887450798e-01,4.197635697868640769e-01,7.537908219817707201e-02,4.442244464260119985e-01,4.652489020131663766e-01
5.662376702644148496e-01,5.868556753372228263e-01,5.447730263857704092e-01,4.368446698162525288e-01,6.460909130234929743e-01,9.151007688467283074e-01,6.805375294805009467e-01,5.531091573447136645e-01,8.169710722890484167e-01,9.466234311629225795e-01,6.878065849354716432e-01,8.680417259029796773e-01,3.221138511657950509e-01,4.209568949536120486e-01,6.210643751021126535e-01,6.387112390640814485e-01,9.161369149668470158e-01,8.012688127122266080e-01,4.491656822848111297e-01,6.513978329752516672e-01,3.594266418867294033e-01,7.642598753133130751e-01,8.964711279679266065e-01,7.134277763159651009e-01,6.001935502661568389e-01,8.606826105242790792e-01,5.438121475486904499e-01,3.203501757200706290e-01,9.366405240968150858e-01,5.385438177631540757e-01
