,Cor,Bias,MAE,MSE,RMSE
z,0.9687842887254651,-0.004429916453820841,0.18817146166169188,0.05385320499754513,0.2320629332692861
a,0.04710631334433529,0.36104945598735283,0.6731123892787817,0.777238409296395,0.8816112574691836
b,0.6794931602332646,0.0651283223887426,0.6920156163596156,0.7431434285387575,0.8620576712371147
