,Cor,Bias,MAE,MSE,RMSE
z,0.9596766806368761,0.09617628412567943,0.23470731528437164,0.08989127787632989,0.2998187417029327
a,0.9325771148896813,0.027586020672426253,0.14163737310885402,0.03313361056499721,0.18202640073625917
b,0.9791673874936914,0.04014970842205672,0.12061643745551819,0.027020953091580698,0.1643805131138746
p,0.9707131586387947,0.0078123742730284475,0.04808911268158022,0.004319910609897688,0.06572602688355418
