,Cor,Bias,MAE,MSE,RMSE
z,0.8864680658577937,0.13697364235334977,0.39547956011688334,0.23761929434256374,0.48746209528799644
a,0.039291040323536544,-0.36310658787074995,0.5553401938011543,0.4524237204496677,0.6726245018207914
b,0.8070066097767393,0.4002433365019766,0.5225768408500431,0.5716165797407858,0.7560532916010523
