,Cor,Bias,MAE,MSE,RMSE
z,0.9700685057494133,0.08708188621951901,0.19101564227181075,0.05755412105558912,0.2399043998254078
a,0.8761408591857338,-0.07875541651056346,0.2294986072823067,0.08581190265143739,0.29293668710394977
b,0.8479132809749023,-0.04663357212293722,0.4277635469517322,0.37952756944871724,0.6160580893460593
