,Cor,Bias,MAE,MSE,RMSE
z,0.9761334250939554,-0.053546795532511376,0.20541024813304637,0.06478390319393082,0.25452682215030076
a,0.7525044047585585,-0.1757952386531776,0.3270778051764607,0.15240351573981645,0.39038892881307025
b,0.9419075952647893,0.09796921490144649,0.279789024029357,0.13780687834403768,0.37122348840562025
