,Cor,Bias,MAE,MSE,RMSE
z,0.8858243764461359,-0.045609449163954804,0.3837658554310615,0.21687863132047752,0.46570229902855054
a,0.836191292338044,-0.11548339307533093,0.2929792446978287,0.18169145396258546,0.4262528052254735
b,0.8187035422858496,-0.04096834013786516,0.37817589688968406,0.31967990707055827,0.5654024293108036
p,0.8941949638300606,-0.00025448178794474784,0.08594217111582093,0.01447696080330195,0.12032024269964697
