,Cor,Bias,MAE,MSE,RMSE
z,0.9078062512570438,-0.10553460725151323,0.3198813151339236,0.16836781935712083,0.41032647898608837
a,-0.2090100534604821,0.17020905831549366,0.7866313552596793,0.9067605042570612,0.9522397304550263
b,0.32101062024822075,0.1234349134564983,0.981763982635406,1.3132735219368235,1.1459814666637604
