,Cor,Bias,MAE,MSE,RMSE
z,0.8872184853807514,-0.03139297963766391,0.38037346569352903,0.2118692936376919,0.4602926174051588
a,0.8693326719773056,-0.12782374886399892,0.24167591209791203,0.09644821466790945,0.3105611287136712
b,0.9306675322551656,-0.14640081946975592,0.30306763088088573,0.15309218822229992,0.39126996846461387
p,0.9117325987555301,0.0131339636455949,0.08272596117995573,0.012617074651613618,0.1123257523972736
