,Cor,Bias,MAE,MSE,RMSE
z,0.9612381894210562,-0.16361206801849867,0.2775184523791129,0.11794228504109716,0.3434272631010782
a,0.8324600605770737,0.10988836644388895,0.23247889332293328,0.09494860046768604,0.3081373078153407
b,0.8295158543181644,-0.1301999829232223,0.4278811804549539,0.4660404558732677,0.6826715578323648
p,0.9542236255886314,-0.002022132318175113,0.058448198406489536,0.005987907212575665,0.07738156894620105
