,Cor,Bias,MAE,MSE,RMSE
z,0.9606221061466703,0.06511128239952893,0.21628593544434538,0.0808482024698786,0.2843381832780793
a,0.9509879282197878,-0.058395966247612605,0.14525617857427972,0.027906378455153927,0.16705202319982218
b,0.9749996490407843,0.06976475723786343,0.141571917906811,0.035452358082705394,0.188287965846746
p,0.9702462768242335,-0.006687714304215672,0.050409145245381155,0.004599927039412982,0.06782276195653626
