,Cor,Bias,MAE,MSE,RMSE
z,0.9627802425246819,0.02077803780875005,0.21727587445204832,0.07385666429408261,0.2717658262072011
a,0.9164747110196224,-0.07437438675906316,0.19123684177109915,0.053286387128272605,0.23083844378324986
b,0.9844589617850762,-0.18596675949046695,0.2319095073883716,0.08904737192407788,0.29840806276653764
p,0.9647025941036402,0.037411680211555325,0.06029522997299773,0.007055200987640029,0.0839952438393986
