,Cor,Bias,MAE,MSE,RMSE
z,0.9605893958048747,0.010729530862205926,0.21572144725269,0.07616718848817078,0.27598403665460575
a,0.93273329496777,0.010071820163831735,0.14530419295350325,0.03204896851140494,0.17902225702801577
b,0.976900654070103,-0.035126925203560526,0.12061279407446042,0.02937025934101013,0.17137753452833346
p,0.9691034741233977,0.0030131807195493696,0.04980097372082605,0.004497857174610481,0.06706606574572926
