,Cor,Bias,MAE,MSE,RMSE
z,0.8923525516359602,-0.029224419237058704,0.36800633644988706,0.1966052910801235,0.44340195204816535
a,0.8742982607855446,-0.12904100088006643,0.2334706819257906,0.10248875944067005,0.3201386565859707
b,0.932151613342758,-0.10139133296834034,0.2955649252718153,0.14044033987337196,0.3747537056165982
p,0.9132364197307342,0.011115255704774297,0.08041057232060651,0.012227979877540056,0.11058019658844913
